Province,District,Gender,Age,Disability,Orphan,Poverty Level,School Level,School Type,Enrolled,Grade,Grade Repetition,Transition Status,Dropout Status,Out of School,Distance to School (km),Midday Meal,Internet Access,Hostel Facility
Gandaki,Myagdi,Female,11,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.4,Yes,No,No
Gandaki,Nawalpur,Female,17,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,0.2,Yes,No,No
Gandaki,Parbat,Female,11,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.0,Yes,No,No
Gandaki,Syangja,Female,6,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,0.3,Yes,No,No
Gandaki,Tanahun,Female,15,No,Yes,High,Upper Secondary,Public,Yes,12,Yes,Yes,No,No,3.4,No,Yes,No
Lumbini,Arghakhanchi,Male,17,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,2.9,Yes,No,No
Lumbini,Banke,Male,8,Yes,No,Low,Primary,Public,Yes,5,No,N/A,No,No,2.4,Yes,Yes,No
Lumbini,Bardiya,Male,8,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,4.7,No,No,No
Lumbini,Dang,Female,13,No,No,High,Lower Secondary,Private,Yes,7,No,No,No,No,2.6,No,Yes,No
Lumbini,Eastern Rukum,Male,16,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,2.3,Yes,Yes,No
Lumbini,Gulmi,Male,15,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,3.4,Yes,Yes,No
Lumbini,Kapilvastu,Female,16,No,No,Very High,Upper Secondary,Private,Yes,9,No,Yes,No,No,2.8,No,Yes,No
Lumbini,Parasi,Female,16,No,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,5.0,No,No,No
Lumbini,Palpa,Male,6,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,3.3,Yes,No,No
Lumbini,Pyuthan,Female,8,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,2.9,No,No,No
Lumbini,Rolpa,Male,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.7,Yes,Yes,No
Lumbini,Rupandehi,Male,6,No,No,High,Primary,Public,No,3,-,N/A,Yes,No,0.8,No,No,No
Karnali,Dailekh,Female,15,No,No,Very High,Upper Secondary,Public,Yes,12,No,No,No,No,3.0,Yes,No,No
Karnali,Dolpa,Male,7,No,No,Medium,Primary,Private,Yes,1,No,N/A,No,No,0.5,No,Yes,No
Karnali,Humla,Male,12,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.9,Yes,Yes,No
Karnali,Jajarkot,Male,14,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.6,No,Yes,Yes
Karnali,Jumla,Female,12,No,No,Medium,Lower Secondary,Public,Yes,6,No,No,No,No,4.6,Yes,No,No
Karnali,Kalikot,Male,18,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,2.9,Yes,Yes,Yes
Karnali,Mugu,Male,14,No,No,Medium,Lower Secondary,Private,Yes,7,No,Yes,No,No,3.3,No,Yes,No
Karnali,Salyan,Female,6,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,3.7,Yes,No,No
Karnali,Surkhet,Male,12,Yes,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.8,Yes,No,No
Karnali,Western Rukum,Female,6,Yes,No,High,Primary,Public,Yes,4,No,N/A,No,No,2.3,No,No,No
Sudurpashchim,Achham,Male,7,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,1.9,No,No,No
Sudurpashchim,Baitadi,Female,14,No,No,Medium,Lower Secondary,Private,Yes,7,No,Yes,No,No,2.3,No,Yes,No
Sudurpashchim,Bajhang,Female,15,No,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.1,Yes,Yes,Yes
Sudurpashchim,Bajura,Male,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.6,No,No,No
Sudurpashchim,Dadeldhura,Female,18,Yes,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.7,Yes,Yes,Yes
Sudurpashchim,Darchula,Male,14,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.1,Yes,Yes,No
Sudurpashchim,Doti,Male,16,No,No,Low,Upper Secondary,Public,Yes,9,Yes,Yes,No,No,0.4,Yes,Yes,No
Sudurpashchim,Kailali,Female,14,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.2,Yes,No,No
Sudurpashchim,Kanchanpur,Male,7,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,0.9,Yes,No,No
Province 1,Bhojpur,Female,13,No,No,Low,Lower Secondary,Private,Yes,7,No,Yes,No,No,1.9,No,Yes,No
Province 1,Dhankuta,Female,6,No,No,Very High,Primary,Public,No,3,-,N/A,Yes,No,0.5,Yes,No,No
Province 1,Ilam,Male,8,No,No,Low,Primary,Public,Yes,4,No,N/A,No,No,0.4,Yes,Yes,Yes
Province 1,Jhapa,Female,6,Yes,No,Medium,Primary,Public,No,3,-,N/A,Yes,No,4.3,Yes,No,No
Province 1,Khotang,Male,11,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.2,Yes,No,No
Province 1,Morang,Male,12,No,No,Low,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,1.2,Yes,No,Yes
Province 1,Okhaldhunga,Female,11,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.5,Yes,No,No
Province 1,Panchthar,Male,15,No,No,High,Upper Secondary,Private,Yes,9,No,Yes,No,No,1.3,No,Yes,Yes
Province 1,Sankhuwasabha,Male,6,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,4.6,Yes,No,No
Province 1,Solukhumbu,Female,6,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,0.5,Yes,No,No
Province 1,Sunsari,Female,12,No,No,Very High,Lower Secondary,Public,Yes,6,No,No,No,No,2.1,Yes,No,No
Province 1,Taplejung,Male,15,No,No,High,Upper Secondary,Public,Yes,11,Yes,Yes,No,No,3.5,Yes,No,No
Province 1,Terhathum,Male,17,Yes,No,Very High,Upper Secondary,Private,Yes,9,No,Yes,No,No,4.3,No,Yes,No
Province 1,Udayapur,Male,6,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,1.1,Yes,Yes,No
Madhesh,Bara,Female,7,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,3.6,Yes,No,Yes
Madhesh,Dhanusha,Male,10,Yes,No,Medium,Primary,Private,Yes,5,No,N/A,No,No,4.9,No,Yes,No
Madhesh,Mahottari,Female,17,No,Yes,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,4.8,Yes,No,No
Madhesh,Parsa,Female,18,No,No,Low,Upper Secondary,Private,Yes,9,No,Yes,No,No,3.8,No,Yes,No
Madhesh,Rautahat,Male,11,Yes,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.4,No,No,No
Madhesh,Saptari,Female,11,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.6,Yes,No,No
Madhesh,Sarlahi,Female,14,No,No,Medium,Lower Secondary,Public,Yes,6,No,No,No,No,1.6,No,No,No
Madhesh,Siraha,Female,6,No,No,High,Primary,Public,Yes,2,Yes,N/A,No,No,1.3,No,Yes,No
Bagmati,Bhaktapur,Female,8,No,No,Medium,Primary,Public,No,1,-,N/A,Yes,No,3.8,Yes,Yes,No
Bagmati,Chitwan,Male,9,Yes,No,Medium,Primary,Private,Yes,4,No,N/A,No,No,3.4,No,Yes,No
Bagmati,Dhading,Male,18,Yes,No,Very High,Upper Secondary,Public,No,11,-,N/A,Yes,No,3.9,No,No,Yes
Bagmati,Dolakha,Male,13,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.2,Yes,Yes,No
Bagmati,Kathmandu,Male,14,No,No,Very High,Lower Secondary,Private,Yes,6,No,No,No,No,0.4,No,Yes,No
Bagmati,Kavrepalanchok,Female,14,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.1,Yes,Yes,No
Bagmati,Lalitpur,Female,6,No,No,Low,Primary,Public,No,5,-,N/A,Yes,No,3.8,Yes,No,Yes
Bagmati,Makwanpur,Female,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.9,Yes,Yes,No
Bagmati,Nuwakot,Female,13,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.1,Yes,Yes,No
Bagmati,Ramechhap,Male,8,Yes,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,0.2,Yes,No,No
Bagmati,Rasuwa,Male,15,No,No,Medium,Upper Secondary,Public,Yes,12,Yes,Yes,No,No,4.6,No,No,No
Bagmati,Sindhuli,Female,13,No,No,Very High,Lower Secondary,Public,Yes,7,Yes,Yes,No,No,2.0,No,Yes,No
Bagmati,Sindhupalchok,Male,13,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.3,Yes,No,No
Gandaki,Baglung,Female,17,No,No,High,Upper Secondary,Private,Yes,9,No,No,No,No,0.3,No,Yes,Yes
Gandaki,Gorkha,Male,16,No,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.9,Yes,Yes,No
Gandaki,Kaski,Male,18,No,No,High,Upper Secondary,Private,Yes,10,Yes,No,No,No,4.5,No,Yes,No
Gandaki,Lamjung,Male,16,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,0.9,No,Yes,No
Gandaki,Manang,Female,15,No,No,High,Upper Secondary,Private,Yes,10,No,No,No,No,3.0,No,Yes,No
Gandaki,Mustang,Female,13,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.4,Yes,Yes,No
Gandaki,Myagdi,Male,17,No,No,Low,Upper Secondary,Public,Yes,11,No,Yes,No,No,3.6,Yes,Yes,No
Gandaki,Nawalpur,Female,10,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,4.5,Yes,No,No
Gandaki,Parbat,Female,15,No,No,Medium,Upper Secondary,Public,Yes,11,Yes,Yes,No,No,1.3,Yes,No,Yes
Gandaki,Syangja,Female,13,No,No,High,Lower Secondary,Private,Yes,8,No,Yes,No,No,3.6,No,Yes,No
Gandaki,Tanahun,Female,17,No,No,Very High,Upper Secondary,Public,Yes,12,No,No,No,No,1.2,Yes,No,Yes
Lumbini,Arghakhanchi,Male,13,No,No,Medium,Lower Secondary,Public,Yes,6,No,No,No,No,2.4,Yes,No,No
Lumbini,Banke,Female,7,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,4.2,Yes,No,No
Lumbini,Bardiya,Male,10,No,No,High,Primary,Private,Yes,3,No,N/A,No,No,0.4,No,Yes,No
Lumbini,Dang,Male,9,No,No,High,Primary,Private,Yes,5,No,N/A,No,No,3.6,No,Yes,No
Lumbini,Eastern Rukum,Male,13,No,No,High,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,3.8,No,Yes,No
Lumbini,Gulmi,Male,10,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,1.4,No,Yes,No
Lumbini,Kapilvastu,Female,13,No,No,Very High,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,2.0,Yes,No,Yes
Lumbini,Parasi,Female,13,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.9,Yes,Yes,No
Lumbini,Palpa,Female,11,Yes,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,3.9,Yes,No,No
Lumbini,Pyuthan,Female,14,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.7,Yes,No,No
Lumbini,Rolpa,Female,11,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.8,No,No,No
Lumbini,Rupandehi,Female,11,Yes,No,Very High,Lower Secondary,Private,No,8,-,N/A,Yes,Yes,2.9,No,Yes,No
Karnali,Dailekh,Male,16,No,No,Medium,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.6,No,No,No
Karnali,Dolpa,Female,11,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.6,Yes,Yes,No
Karnali,Humla,Female,8,Yes,No,Low,Primary,Private,Yes,1,No,N/A,No,No,0.9,No,Yes,Yes
Karnali,Jajarkot,Male,16,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,2.6,Yes,Yes,No
Karnali,Jumla,Female,6,No,Yes,High,Primary,Public,Yes,5,No,N/A,No,No,4.4,No,Yes,No
Karnali,Kalikot,Female,6,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,2.3,Yes,Yes,Yes
Karnali,Mugu,Male,18,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.2,Yes,No,No
Karnali,Salyan,Female,11,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.4,No,Yes,No
Karnali,Surkhet,Male,12,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.9,No,Yes,No
Karnali,Western Rukum,Male,14,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.2,Yes,No,No
Sudurpashchim,Achham,Female,18,No,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,0.6,No,Yes,Yes
Sudurpashchim,Baitadi,Female,15,Yes,No,Low,Upper Secondary,Public,No,11,-,N/A,Yes,Yes,1.9,Yes,Yes,Yes
Sudurpashchim,Bajhang,Female,16,No,No,Medium,Upper Secondary,Public,Yes,9,No,No,No,No,4.5,Yes,No,Yes
Sudurpashchim,Bajura,Female,14,No,No,High,Lower Secondary,Public,Yes,6,Yes,Yes,No,No,4.1,No,Yes,No
Sudurpashchim,Dadeldhura,Female,17,No,No,Medium,Upper Secondary,Private,Yes,10,Yes,Yes,No,No,0.2,No,Yes,No
Sudurpashchim,Darchula,Male,7,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,4.4,No,No,Yes
Sudurpashchim,Doti,Female,11,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.8,Yes,No,No
Sudurpashchim,Kailali,Male,10,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,1.5,Yes,No,No
Sudurpashchim,Kanchanpur,Male,16,No,No,Low,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.4,No,Yes,Yes
Province 1,Bhojpur,Male,9,Yes,No,High,Primary,Public,Yes,4,No,N/A,No,No,3.2,Yes,No,No
Province 1,Dhankuta,Female,13,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.3,No,No,No
Province 1,Ilam,Male,14,Yes,No,Medium,Lower Secondary,Public,Yes,8,No,No,No,No,2.2,Yes,No,No
Province 1,Jhapa,Female,11,No,No,Very High,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,3.2,Yes,Yes,No
Province 1,Khotang,Female,14,No,No,Very High,Lower Secondary,Public,Yes,8,No,No,No,No,2.4,No,No,No
Province 1,Morang,Female,16,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.6,No,Yes,Yes
Province 1,Okhaldhunga,Male,16,No,No,Low,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.6,Yes,Yes,No
Province 1,Panchthar,Male,15,No,No,Low,Upper Secondary,Public,Yes,11,No,No,No,No,1.7,No,Yes,No
Province 1,Sankhuwasabha,Male,18,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,2.8,No,Yes,No
Province 1,Solukhumbu,Male,12,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.0,No,No,Yes
Province 1,Sunsari,Male,15,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.0,Yes,No,No
Province 1,Taplejung,Male,16,No,No,High,Upper Secondary,Private,Yes,12,Yes,Yes,No,No,3.8,No,Yes,No
Province 1,Terhathum,Female,12,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.9,Yes,No,No
Province 1,Udayapur,Female,12,No,No,High,Lower Secondary,Private,No,7,-,N/A,Yes,Yes,3.1,No,Yes,No
Madhesh,Bara,Male,13,Yes,Yes,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.3,Yes,No,Yes
Madhesh,Dhanusha,Female,10,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,0.7,Yes,Yes,No
Madhesh,Mahottari,Female,15,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,4.5,No,No,No
Madhesh,Parsa,Male,15,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,4.8,No,No,Yes
Madhesh,Rautahat,Female,7,No,No,Very High,Primary,Public,No,3,-,N/A,Yes,No,0.6,No,No,No
Madhesh,Saptari,Male,6,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,1.1,Yes,Yes,No
Madhesh,Sarlahi,Male,8,Yes,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,4.4,No,No,Yes
Madhesh,Siraha,Male,6,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,2.5,No,Yes,No
Bagmati,Bhaktapur,Male,15,Yes,No,Very High,Upper Secondary,Public,Yes,10,No,No,No,No,4.5,Yes,No,Yes
Bagmati,Chitwan,Male,8,No,No,High,Primary,Private,Yes,4,No,N/A,No,No,4.0,No,Yes,No
Bagmati,Dhading,Female,11,No,No,Low,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,3.3,No,No,No
Bagmati,Dolakha,Female,12,No,No,Low,Lower Secondary,Private,No,6,-,N/A,Yes,Yes,3.4,No,Yes,Yes
Bagmati,Kathmandu,Female,13,No,No,High,Lower Secondary,Private,Yes,8,No,Yes,No,No,1.9,No,Yes,No
Bagmati,Kavrepalanchok,Female,17,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.8,No,No,No
Bagmati,Lalitpur,Female,9,No,No,Low,Primary,Public,Yes,1,No,N/A,No,No,4.9,Yes,Yes,No
Bagmati,Makwanpur,Male,10,No,No,Very High,Primary,Private,No,5,-,N/A,Yes,Yes,2.5,No,Yes,No
Bagmati,Nuwakot,Male,6,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,0.4,No,No,No
Bagmati,Ramechhap,Female,9,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,0.5,Yes,No,No
Bagmati,Rasuwa,Female,14,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.7,Yes,No,No
Bagmati,Sindhuli,Male,10,No,No,Low,Primary,Private,Yes,4,No,N/A,No,No,2.7,No,Yes,No
Bagmati,Sindhupalchok,Male,11,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.8,Yes,Yes,No
Gandaki,Baglung,Male,15,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.0,Yes,No,Yes
Gandaki,Gorkha,Female,14,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.5,Yes,Yes,Yes
Gandaki,Kaski,Male,11,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.8,Yes,No,Yes
Gandaki,Lamjung,Male,13,No,No,Low,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,1.0,Yes,Yes,Yes
Gandaki,Manang,Male,18,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.5,No,Yes,No
Gandaki,Mustang,Female,15,Yes,No,Medium,Upper Secondary,Public,Yes,12,No,Yes,No,No,1.8,Yes,Yes,No
Gandaki,Myagdi,Male,9,Yes,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,0.5,No,Yes,No
Gandaki,Nawalpur,Female,14,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.8,Yes,Yes,No
Gandaki,Parbat,Female,18,No,No,Very High,Upper Secondary,Public,Yes,12,No,No,No,No,2.1,Yes,No,Yes
Gandaki,Syangja,Female,10,No,No,High,Primary,Private,Yes,3,No,N/A,No,No,2.9,No,Yes,No
Gandaki,Tanahun,Female,9,No,Yes,High,Primary,Public,Yes,2,Yes,N/A,No,No,4.3,Yes,Yes,No
Lumbini,Arghakhanchi,Female,16,Yes,No,Medium,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,4.3,Yes,No,No
Lumbini,Banke,Female,17,No,No,Medium,Upper Secondary,Private,Yes,9,No,Yes,No,No,3.5,No,Yes,No
Lumbini,Bardiya,Female,6,No,No,Very High,Primary,Private,Yes,3,No,N/A,No,No,0.7,No,Yes,No
Lumbini,Dang,Female,12,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.1,Yes,No,No
Lumbini,Eastern Rukum,Female,9,No,No,High,Primary,Private,Yes,4,No,N/A,No,No,3.9,No,Yes,No
Lumbini,Gulmi,Male,14,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.0,Yes,No,Yes
Lumbini,Kapilvastu,Male,11,No,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,1.3,Yes,No,No
Lumbini,Parasi,Male,17,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,1.7,No,No,No
Lumbini,Palpa,Female,12,No,No,Medium,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,4.7,Yes,No,No
Lumbini,Pyuthan,Female,12,No,No,Medium,Lower Secondary,Public,Yes,6,No,No,No,No,0.4,Yes,No,No
Lumbini,Rolpa,Male,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.1,Yes,No,Yes
Lumbini,Rupandehi,Male,8,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,5.0,Yes,Yes,No
Karnali,Dailekh,Female,11,No,No,Low,Lower Secondary,Private,Yes,7,No,Yes,No,No,4.8,No,Yes,No
Karnali,Dolpa,Female,14,No,No,Very High,Lower Secondary,Private,Yes,8,Yes,No,No,No,4.6,No,Yes,No
Karnali,Humla,Male,8,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,1.7,No,Yes,No
Karnali,Jajarkot,Female,11,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,1.8,No,Yes,No
Karnali,Jumla,Male,14,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.4,No,Yes,No
Karnali,Kalikot,Male,10,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,3.7,Yes,No,No
Karnali,Mugu,Male,12,Yes,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.8,Yes,No,No
Karnali,Salyan,Female,12,Yes,No,High,Lower Secondary,Public,Yes,7,No,No,No,No,0.9,No,No,No
Karnali,Surkhet,Female,18,No,No,Medium,Upper Secondary,Public,Yes,9,No,No,No,No,1.1,Yes,Yes,No
Karnali,Western Rukum,Male,18,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.8,Yes,No,Yes
Sudurpashchim,Achham,Female,17,No,No,Medium,Upper Secondary,Public,Yes,12,No,Yes,No,No,0.3,Yes,No,No
Sudurpashchim,Baitadi,Female,10,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,4.5,No,Yes,No
Sudurpashchim,Bajhang,Male,10,No,No,High,Primary,Private,Yes,2,No,N/A,No,No,1.9,No,Yes,No
Sudurpashchim,Bajura,Female,16,Yes,No,Medium,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.9,Yes,No,No
Sudurpashchim,Dadeldhura,Male,17,No,No,Very High,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,4.0,Yes,No,No
Sudurpashchim,Darchula,Female,14,No,No,High,Lower Secondary,Public,Yes,8,No,No,No,No,3.9,No,No,No
Sudurpashchim,Doti,Male,13,No,No,High,Lower Secondary,Public,Yes,8,No,No,No,No,3.7,Yes,No,Yes
Sudurpashchim,Kailali,Female,11,No,No,High,Lower Secondary,Private,Yes,6,No,Yes,No,No,1.5,No,Yes,No
Sudurpashchim,Kanchanpur,Female,16,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,0.3,Yes,No,No
Province 1,Bhojpur,Male,12,No,Yes,Medium,Lower Secondary,Private,Yes,6,Yes,No,No,No,3.5,No,Yes,No
Province 1,Dhankuta,Female,8,Yes,No,High,Primary,Private,Yes,5,No,N/A,No,No,0.9,No,Yes,No
Province 1,Ilam,Male,11,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.8,Yes,No,No
Province 1,Jhapa,Female,7,No,No,Low,Primary,Public,Yes,1,No,N/A,No,No,4.6,No,Yes,No
Province 1,Khotang,Female,11,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.3,Yes,Yes,No
Province 1,Morang,Male,12,No,No,Medium,Lower Secondary,Private,Yes,7,No,Yes,No,No,1.6,No,Yes,Yes
Province 1,Okhaldhunga,Female,8,No,No,Low,Primary,Public,Yes,1,No,N/A,No,No,3.2,No,No,No
Province 1,Panchthar,Female,8,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,3.9,No,Yes,No
Province 1,Sankhuwasabha,Female,7,No,No,Very High,Primary,Private,No,5,-,N/A,Yes,No,0.4,No,Yes,Yes
Province 1,Solukhumbu,Male,17,No,No,Medium,Upper Secondary,Private,Yes,10,No,Yes,No,No,3.4,No,Yes,No
Province 1,Sunsari,Male,18,No,No,Medium,Upper Secondary,Public,Yes,12,No,No,No,No,1.9,No,Yes,No
Province 1,Taplejung,Female,6,No,Yes,High,Primary,Public,Yes,5,No,N/A,No,No,1.3,Yes,No,No
Province 1,Terhathum,Female,16,Yes,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,3.9,No,No,No
Province 1,Udayapur,Female,16,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.5,Yes,Yes,No
Madhesh,Bara,Male,16,No,No,High,Upper Secondary,Private,Yes,12,No,No,No,No,4.1,No,Yes,Yes
Madhesh,Dhanusha,Female,18,Yes,No,Medium,Upper Secondary,Private,Yes,10,No,Yes,No,No,1.1,No,Yes,No
Madhesh,Mahottari,Female,12,No,No,Medium,Lower Secondary,Public,Yes,8,No,No,No,No,4.8,Yes,Yes,Yes
Madhesh,Parsa,Female,16,Yes,No,Very High,Upper Secondary,Public,No,10,-,N/A,Yes,Yes,4.3,Yes,Yes,No
Madhesh,Rautahat,Male,12,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.6,Yes,No,Yes
Madhesh,Saptari,Female,7,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,4.1,Yes,No,No
Madhesh,Sarlahi,Male,6,Yes,No,Very High,Primary,Private,Yes,1,Yes,N/A,No,No,0.5,No,Yes,No
Madhesh,Siraha,Female,16,No,No,Very High,Upper Secondary,Private,Yes,11,No,No,No,No,1.6,No,Yes,No
Bagmati,Bhaktapur,Female,16,Yes,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.1,Yes,Yes,Yes
Bagmati,Chitwan,Male,14,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.5,Yes,Yes,No
Bagmati,Dhading,Male,12,Yes,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.2,Yes,No,No
Bagmati,Dolakha,Female,16,No,No,Low,Upper Secondary,Private,Yes,9,No,No,No,No,4.0,No,Yes,Yes
Bagmati,Kathmandu,Female,9,No,No,Medium,Primary,Private,Yes,5,No,N/A,No,No,1.5,No,Yes,No
Bagmati,Kavrepalanchok,Male,8,No,No,Medium,Primary,Private,Yes,4,No,N/A,No,No,3.2,No,Yes,No
Bagmati,Lalitpur,Male,7,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,4.3,No,Yes,No
Bagmati,Makwanpur,Female,17,No,No,Medium,Upper Secondary,Public,No,10,-,N/A,Yes,Yes,2.0,Yes,Yes,No
